x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
268.47681940643815,-895.0572041347623,53.47286727372557,-138.0268890036815,2.854511575294639,0,2,0,0,0
264.7739431494265,-898.4518778752536,53.5180741045624,-137.7856652667897,4.695147667530898,0,2,0,0,0
261.01766876730835,-901.8004460847005,53.56157064717263,-142.24613687554077,5.095102653098324,0,2,0,0,0
256.79254039615626,-904.5412040986121,53.557838818989694,-154.35038465835754,4.764662569100461,0,2,0,0,0
251.9565980147454,-906.0106055531651,53.52044290769845,-174.6458630783524,4.446602218670105,0,2,0,0,0
246.91604954039212,-905.451720289886,53.50387397315353,157.99380622425656,4.014873212047388,0,2,0,0,0
242.8412889581523,-902.5211809873581,53.50930616259575,130.19879236286695,3.8461142624897087,0,2,0,0,0
240.0587265174836,-898.3112452793866,53.514581059105694,117.7775428546725,3.910567139956983,0,2,0,0,0
237.7512682293309,-893.8409471148625,53.535725593566895,117.20060532824509,3.9118216620950585,0,2,0,0,0
235.16673500963952,-889.5414684247226,53.59965938143432,125.14587655312063,3.9356365824881254,0,3,0,0,0
232.04468632634962,-885.6056860107929,53.6331057921052,130.33733989256717,3.5375730114336417,0,3,0,0,0
228.7006699286867,-881.884832222946,53.62415536586195,131.33609811714462,0.5531257393829009,0,1,0,0,0
225.31214331486262,-878.1847671242431,53.65040306560695,133.76330635760652,4.079118578470898,0,1,0,0,0
221.49009716219734,-874.8290777662769,53.66481038276106,142.99288423232983,5.467428105502667,0,1,0,0,0
217.373097859032,-871.9218278350309,53.67853621672839,144.3096403548888,6.021080997934583,0,1,0,0,0
213.36387207283406,-868.7754185348749,53.724641017615795,137.69558148791162,5.38466985941055,0,1,0,0,0
209.75086017564172,-865.2454140046611,53.75826246663928,133.69536978846887,3.193712307221677,0,2,0,0,0
206.30297260551015,-861.5953714195639,53.790473407134414,132.21856561949184,2.2444162040067717,0,2,0,0,0
202.90801934537012,-857.8574849050492,53.8429029006511,131.95194494731496,4.1802329466203485,0,2,0,0,0
199.5027448758483,-854.1273952079937,53.88191219884902,131.97313324302283,5.343455297028649,0,2,0,0,0
196.09659494872903,-850.3906045211479,53.92387280147523,131.76111635792805,6.0478845557495955,0,2,0,0,0
192.7013205200201,-846.5790241016075,53.96584977861494,130.37765604584013,6.281517353434725,0,2,0,0,0
189.43328845797805,-842.6306769466028,54.02429058495909,126.83487648526145,6.618568849058867,0,2,0,0,0
186.65659089724068,-838.4454619865865,54.056402465328574,117.51094526995705,6.2702925309940705,0,2,0,0,0
184.7468735462171,-833.713061997667,54.09267525840551,104.36074434578076,5.8954201634033065,0,2,0,0,0
184.03154539241223,-828.7065961109474,54.1920176865533,89.7130813262409,5.675576134724242,0,2,0,0,0
184.64104834909085,-823.7052896516398,54.299942802637815,74.60214090287293,5.797631483972533,0,3,0,0,0
186.48878920765128,-818.933875747025,54.38975763972849,61.91944303096111,6.144224456801204,0,1,0,0,0
189.14122690499062,-814.6758276475593,54.4799994090572,53.76651003380285,6.698080878126616,0,1,0,0,0
192.2800993201672,-810.7318830871955,54.603622240014374,48.73671106536099,7.322694322515175,0,1,0,0,0
195.66983691882342,-807.0110482070595,54.721866752021015,46.163194962238705,7.928770647917207,0,1,0,0,0
199.18951302603818,-803.3261628169566,54.82204822637141,46.507786171936964,8.493579072164433,0,1,0,0,0
202.56764862552518,-799.5786298075691,54.950988677330315,49.684902118152564,8.909197073216655,0,1,0,0,0
205.70669837924652,-795.6034485548735,55.09758361428976,53.31747075376906,9.22011102678426,0,1,0,0,0
208.59507293603383,-791.47115943674,55.22242179699242,56.15818090369024,9.479938245890166,0,1,0,0,0
211.36993501149118,-787.0990578522906,55.340460043400526,58.338666460314826,9.733030847960912,0,1,0,0,0
213.97002376482124,-782.6770874084905,55.441554992459714,60.09808142356384,10.034944040319433,0,1,0,0,0
216.41621303139254,-778.2147406917065,55.54422443639487,61.45669157567377,10.353923199137645,0,1,0,0,0
218.7502686457592,-773.7590054813772,55.651359440758824,62.31524125044455,10.635049383770266,0,1,0,0,0
221.05848427704768,-769.1564369676635,55.74856919050217,63.65383770242705,10.849599843546828,0,1,0,0,0
223.1799308997579,-764.6193381529301,55.83031069114804,65.47220475441232,10.951679095303687,0,1,0,0,0
225.17750825855182,-759.9825661154464,55.90086069237441,67.07371677501277,11.023706363301203,0,3,0,0,0
227.05771504878066,-755.26053408999,55.966408206149936,68.85599638326207,11.092230414516251,0,3,0,0,0
228.80071379203582,-750.4620525175706,56.03062176052481,70.78193305384761,11.126429056852858,0,3,0,0,0
230.3823975934647,-745.5977116068825,56.109978595748544,72.79558667996373,11.138595998768373,0,3,0,0,0
231.78400601621252,-740.6784411491826,56.20576112810522,74.84722411653264,11.139819738182952,0,3,0,0,0
233.0183454125072,-735.7134067434818,56.299769160337746,76.59468224634597,11.140616983476393,0,3,0,0,0
234.1062904355349,-730.7137940088287,56.399728377349675,78.1259605565392,11.134651161312823,0,3,0,0,0
235.06614256696776,-725.6909654783085,56.50991774071008,79.3982989782144,11.114709296221971,0,3,0,0,0
235.92317848833045,-720.6832086136565,56.602111315354705,80.34878269287594,11.03574378650856,0,3,0,0,0
236.712703230849,-715.6651594815776,56.69747384916991,80.99615048072552,11.073337883655405,0,3,0,0,0
237.44730916881235,-710.681081998162,56.845619100145996,81.44948952906672,10.809122901457162,0,3,0,0,0
238.15456718963105,-705.6801082026213,57.01201208867133,81.71059173621894,10.296687191262713,0,3,0,0,0
238.84704829141265,-700.6605554521084,57.17452753800899,81.87500999737732,10.029077000268522,0,3,0,0,0
239.5300920343143,-695.6859328718856,57.3181638289243,81.92537837122816,10.123140032770461,0,3,0,0,0
240.2160994319711,-690.6519696516916,57.432138790376484,81.93443657606261,10.223748330737122,0,3,0,0,0
240.90686459169956,-685.5961725004017,57.526198892854154,81.87868276256295,10.228378798645155,0,3,0,0,0
241.60243690188508,-680.5310949301347,57.59635813720524,81.81349985468943,10.268507872947268,0,3,0,0,0
242.30794145306572,-675.4442635616288,57.634445395320654,81.79294626588499,10.307391374575124,0,3,0,0,0
243.0197024785448,-670.3227337887511,57.638932172209024,81.80649407233265,10.398467924861853,0,3,0,0,0
243.7353437380516,-665.1660898895934,57.6203714646399,81.79049957504984,10.419277469915766,0,3,0,0,0
244.45044654118828,-660.0586535278708,57.57466728705913,81.6256771822295,10.232783356344791,0,3,0,0,0
245.16943498310866,-654.9956416692585,57.494873956777155,81.65952328900333,10.262648046349277,0,3,0,0,0
245.8838317472837,-649.9049670631066,57.40290315262973,81.88131039123077,10.28256170187184,0,3,0,0,0
246.56566275574733,-644.8072166759521,57.249999797903,82.18074003275132,10.342381454545885,0,3,0,0,0
247.19595510570798,-639.8459093580022,57.05960115045309,82.68911793933037,10.485036952742858,0,3,0,0,0
247.7911191880121,-634.83529530745,56.85085311438888,83.21855832969622,10.537867922239057,0,3,0,0,0
248.3459521359764,-629.7994120270014,56.633104539476335,83.79119435144987,10.561840947461107,0,3,0,0,0
248.85298428090755,-624.7551596108824,56.451681547798216,84.45322013482719,10.564003413242327,0,3,0,0,0
249.28973295213655,-619.7069853879511,56.253833376802504,85.19647734993049,10.55973412620085,0,3,0,0,0
249.65629912610166,-614.651330024004,56.07692481670529,85.99174987913504,10.562530076493113,0,3,0,0,0
249.93765174149303,-609.5900430874899,55.91040503513068,87.11574345846942,10.556218757047569,0,3,0,0,0
250.11922350415261,-604.5318170208484,55.74415182881057,88.36506860087442,10.547123691213052,0,3,0,0,0
250.18215630139457,-599.4772073132917,55.589121678844094,89.76300043364222,10.537763323790603,0,3,0,0,0
250.10623685689643,-594.4093920113519,55.43187885172665,91.45743751781117,10.604405740767207,0,3,0,0,0
249.87214611889794,-589.3163560722023,55.25053793564439,93.21731289406904,10.657215963056261,0,3,0,0,0
249.481366410153,-584.2189815230668,55.06355704180896,95.05912668887373,10.66983750987143,0,3,0,0,0
248.92389766301494,-579.1354507040232,54.88357955776155,96.93326504915616,10.672110184390606,0,3,0,0,0
248.19595721299993,-574.0696365237236,54.693899544887245,98.87768765536454,10.674744450150904,0,3,0,0,0
247.31766013929155,-569.0252223554999,54.52553751692176,100.59921008130605,10.681376679061984,0,3,0,0,0
246.28171309595928,-564.0042950585485,54.31923398002982,102.23665064159603,10.703577834542047,0,3,0,0,0
245.09916107467143,-559.0060050962493,54.11274728551507,103.74592211579477,10.716827347135336,0,3,0,0,0
243.7884290406946,-554.0363853527233,53.928445959463716,105.3445827724416,10.717776395987224,0,3,0,0,0
242.33793143107323,-549.1048874808475,53.74590891227126,106.91253667978053,10.722297225808576,0,3,0,0,0
240.74509452987695,-544.2172432774678,53.56829032395035,108.64755965939891,10.709915594916724,0,3,0,0,0
239.00315666367533,-539.3893404556438,53.42257721628994,110.5680074910211,10.677733683288729,0,3,0,0,0
237.10138307558373,-534.6487592337653,53.32766690850258,112.78589945847376,10.620771494967416,0,3,0,0,0
235.01062053698115,-530.0055612828583,53.28747387230396,115.4236912483052,10.588162778395542,0,3,0,0,0
232.70940286660334,-525.4872450893745,53.29377385415137,118.02557171164025,10.544736193099238,0,3,0,0,0
230.2348594640498,-521.0843997709453,53.32392089627683,120.23097768164162,10.498202694863224,0,3,0,0,0
227.61973250441952,-516.7817399306223,53.34522465057671,121.78691571029073,10.481564146459137,0,3,0,0,0
224.91406136442674,-512.5456423051655,53.38261139020324,122.79291619253401,10.467364741326215,0,3,0,0,0
222.14791196072474,-508.35287342220545,53.39961647987366,123.39252213462022,10.459173736994755,0,3,0,0,0
219.3453496627044,-504.16640076972544,53.421164999715984,123.71689986950835,10.461049786905356,0,3,0,0,0
216.52261621918296,-499.99509999807924,53.45092262420803,123.88350653878214,10.464905299998165,0,3,0,0,0
213.6858225238975,-495.8249442745,53.47023414261639,123.94473416138703,10.481258748698883,0,3,0,0,0
210.84820440219482,-491.64673082809895,53.483750412240624,123.86121959684257,10.506269392350932,0,3,0,0,0
208.01836997107603,-487.4737163390964,53.49114282615483,123.77916273967362,10.451551737547382,0,3,0,0,0
205.2165069176699,-483.3270503561944,53.51380157005042,123.66464672405235,10.427971309302613,0,3,0,0,0
202.4143420974724,-479.1485366374254,53.561165729537606,123.54321423727713,10.486037841452452,0,3,0,0,0
199.60281426104484,-474.95092532224953,53.591058420948684,123.57837675314842,10.523407305155915,0,3,0,0,0
196.78052743535955,-470.7458454556763,53.61889112647623,123.70378313613412,10.559026180811628,0,3,0,0,0
193.94767560152104,-466.5359134776518,53.64111253898591,123.58023164531242,10.571489490474807,0,3,0,0,0
191.118783907732,-462.3117233561352,53.66425971034914,123.5325265892223,10.588695100960324,0,3,0,0,0
188.2784359814832,-458.0832911049947,53.68432996980846,123.69693687787989,10.610375523756327,0,3,0,0,0
185.4234220199869,-453.8580293469131,53.70351532101631,123.72328903505247,10.630461598539904,0,3,0,0,0
182.56306886236416,-449.6318396870047,53.73011021595448,123.69254527250817,10.641147502126705,0,3,0,0,0
179.69884880050085,-445.3953355839476,53.76210946217179,123.79882849644345,10.651203256459942,0,3,0,0,0
176.81919146631844,-441.15411139745265,53.791509428061545,124.00518491248695,10.659388468050512,0,3,0,0,0
173.92579856090015,-436.92593161854893,53.837448104284704,124.00062413943552,10.657468310699617,0,3,0,0,0
171.02684356312966,-432.70336797460914,53.86133626848459,123.87760063761567,10.675969179867174,0,3,0,0,0
168.1344957225956,-428.45591524709016,53.8640814665705,123.73997969611791,10.72267797302398,0,3,0,0,0
165.23328795988346,-424.1829281337559,53.83491536322981,123.85781665707242,10.758840778700518,0,3,0,0,0
162.32975763746072,-419.9086305964738,53.84256531577557,123.79434422082801,10.75229537245818,0,3,0,0,0
159.4427620562492,-415.6329390965402,53.866913890466094,123.43831647401497,10.731503206024174,0,3,0,0,0
156.58190518897027,-411.34686309471726,53.89646983705461,123.36388255165504,10.72339007253824,0,3,0,0,0
153.72580730024492,-407.0673683695495,53.954678368754685,123.19822283049969,10.718285163639537,0,3,0,0,0
150.88038263458293,-402.7743738666177,53.985638595186174,123.08092588499885,10.737491895393337,0,3,0,0,0
148.03592448373092,-398.46841510850936,54.01213022042066,123.05273906922957,10.763355524017054,0,3,0,0,0
145.1863693902269,-394.1523849563673,54.02676184102893,122.9743779040684,10.779277208368743,0,3,0,0,0
142.34295204200316,-389.8380454676226,54.07151293568313,122.87740427973249,10.762256046095334,0,3,0,0,0
139.51003713643877,-385.52029280830175,54.112736902199686,122.89252000454685,10.768588766618693,0,3,0,0,0
136.6743331476464,-381.1991949863732,54.156550800427794,122.99962511883453,10.78636456980559,0,3,0,0,0
133.83063650899567,-376.87277555372566,54.18817859888077,122.9426484699573,10.79400306535973,0,3,0,0,0
130.98904809879605,-372.5340339615941,54.19043345283717,122.79639962127386,10.824525960393174,0,3,0,0,0
128.14325832214672,-368.181796323508,54.20229259785265,122.84575020667798,10.851292712548453,0,3,0,0,0
125.26532251475146,-363.8296972261742,54.20547132380307,122.98312299188576,10.885643958196518,0,3,0,0,0
122.49939083011122,-359.63973811175674,54.17470194026828,122.54421119016979,10.927223318058582,0,3,0,0,0
119.76955925713992,-355.4124859115109,54.144612891599536,121.91714690726464,10.945311383522483,0,3,0,0,0
117.08511088899104,-351.14871126879007,54.116334832273424,121.34894981693216,10.967184282510935,0,3,0,0,0
114.43441329488996,-346.85699856095016,54.08887462783605,120.88727212501688,10.97218524782526,0,3,0,0,0
111.82211694511352,-342.54160126205534,54.08277221862227,120.33334050627953,10.969739201447272,0,3,0,0,0
109.25535651942482,-338.19805378839374,54.0654527368024,119.63575808963644,10.978992963758744,0,3,0,0,0
106.74697325355373,-333.8148375079036,54.03983423858881,118.90662846464473,10.985464838690321,0,3,0,0,0
